"4156","WNL09","5428","WENDT LABS","DIN OWNER","Y","N","N","N","","800 MAIN STREET","WINNIPEG","MANITOBA","CANADA","R2W 3R4","3506"
"82113","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"76974","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"78025","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"78024","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"73363","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"78023","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"81287","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"76343","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"81638","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"81639","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"84442","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"88291","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"81144","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"81007","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"83280","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"83288","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"83289","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"85819","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"84572","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"85063","CSN50","3968","PARFUMS CHRISTIAN DIOR","DIN OWNER","Y","N","N","N","","33 AVENUE HOCHE","PARIS",".","FRANCE","75008",""
"10958","","3976","CENTRAL SALES LIMITED","DIN OWNER","Y","Y","N","N","UNIT 1","14 REGAN ROAD","BRAMPTON","ONTARIO","CANADA","L7A 1B9",""
"61993","","3976","CENTRAL SALES LIMITED","DIN OWNER","Y","Y","N","N","UNIT 1","14 REGAN ROAD","BRAMPTON","ONTARIO","CANADA","L7A 1B9",""
"12931","","3976","CENTRAL SALES LIMITED","DIN OWNER","Y","Y","N","N","UNIT 1","14 REGAN ROAD","BRAMPTON","ONTARIO","CANADA","L7A 1B9",""
"18329","CZM95","4005","MULTI-CLEAN","DIN OWNER","Y","Y","Y","N","","600 CARDIGAN ROAD","SHOREVIEW","MINNESOTA","UNITED STATES","55126",""
"65747","CZM95","4005","MULTI-CLEAN","DIN OWNER","Y","Y","Y","N","","600 CARDIGAN ROAD","SHOREVIEW","MINNESOTA","UNITED STATES","55126",""
"71528","CZM95","4005","MULTI-CLEAN","DIN OWNER","Y","Y","Y","N","","600 CARDIGAN ROAD","SHOREVIEW","MINNESOTA","UNITED STATES","55126",""
"73405","CZM95","4005","MULTI-CLEAN","DIN OWNER","Y","Y","Y","N","","600 CARDIGAN ROAD","SHOREVIEW","MINNESOTA","UNITED STATES","55126",""
"87306","CZM95","4005","MULTI-CLEAN","DIN OWNER","Y","Y","Y","N","","600 CARDIGAN ROAD","SHOREVIEW","MINNESOTA","UNITED STATES","55126",""
"30927","DAV95","4008","DERMATONE LABORATORIES, INC.","DIN OWNER","Y","N","N","N","","1560 BIG SHANTY DRIVE","KENNESAW","GEORGIA","UNITED STATES","30144",""
"60920","DAV95","4008","DERMATONE LABORATORIES, INC.","DIN OWNER","Y","N","N","N","","1560 BIG SHANTY DRIVE","KENNESAW","GEORGIA","UNITED STATES","30144",""
"68743","DAV95","4008","DERMATONE LABORATORIES, INC.","DIN OWNER","Y","N","N","N","","1560 BIG SHANTY DRIVE","KENNESAW","GEORGIA","UNITED STATES","30144",""
"9453","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"19611","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"72342","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"65142","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"72341","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"63315","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"77657","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"63257","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"63587","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"4191","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"64866","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"77279","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"65628","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"64864","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"68494","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"86395","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"68930","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"66791","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"67652","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"67114","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"62417","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"62419","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"12329","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"76912","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"11919","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"72340","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"75753","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"68931","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"67608","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"79857","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"59735","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"16133","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"62989","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"62418","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"65270","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"65240","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"64865","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"11758","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"62048","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"64939","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"62416","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"73723","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"77278","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"76498","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"8342","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"2957","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"72301","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"77127","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"77125","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"34234","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"73518","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"13553","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"76913","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"85168","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"71282","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"86146","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"15774","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"86726","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"73440","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"51009","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"16106","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"13617","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"81862","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"73982","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"67651","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"61042","DIV08","4044","DIVERSEY INC.","DIN OWNER","Y","N","Y","N","","8310 16TH STREET","STURTEVANT","WISCONSIN","UNITED STATES","53177","902"
"66035","","15192","LABORATOIRES THEA","DIN OWNER","Y","Y","N","","","12 RUE LOUIS BLERIOT","CLERMONT-FERRAND","TO BE DETERMINED","FRANCE","63017",""
"86761","","15194","JACK BLACK LLC","DIN OWNER","Y","N","Y","","509","2155 CHENAULT","CARROLLTON","TEXAS","UNITED STATES","75006",""
"86786","","15194","JACK BLACK LLC","DIN OWNER","Y","N","Y","","509","2155 CHENAULT","CARROLLTON","TEXAS","UNITED STATES","75006",""
"86802","","12856","PHARMA PAC LLC","DIN OWNER","Y","N","Y","","","14124 HIGHWAY 16 WEST","DEKALB","MISSISSIPPI","UNITED STATES","39328",""
"31467","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"19197","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"18099","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"18029","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"17733","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"17734","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16977","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16862","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16623","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16624","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16625","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16626","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16627","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16628","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16629","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16630","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16631","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16634","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16648","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16649","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16650","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16651","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16652","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16653","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16654","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16655","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16476","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16477","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16241","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16242","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16244","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16255","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16262","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"16217","DKT08","4047","DIOPTIC PHARMACEUTICALS INC.","DIN OWNER","Y","Y","Y","N","","1430 BIRCHMOUNT ROAD","TORONTO","ONTARIO","CANADA","M1P 2E8",""
"62542","DLO07","4052","LABORATOIRES DELON (1990) INC.","DIN OWNER","Y","N","N","N","","75 HYMUS BLVD","POINTE-CLAIRE","QUEBEC","CANADA","H9R 1E2",""
"84769","DLO07","4052","LABORATOIRES DELON (1990) INC.","DIN OWNER","Y","N","N","N","","75 HYMUS BLVD","POINTE-CLAIRE","QUEBEC","CANADA","H9R 1E2",""
"18738","DLU95","4055","DEY PHARMA L.P.","DIN OWNER","Y","N","N","N","SUITE 4","110 ALLEN ROAD","BASKING RIDGE","NEW JERSEY","UNITED STATES","07920",""
"18743","DLU95","4055","DEY PHARMA L.P.","DIN OWNER","Y","N","N","N","SUITE 4","110 ALLEN ROAD","BASKING RIDGE","NEW JERSEY","UNITED STATES","07920",""
"16829","DLU95","4055","DEY PHARMA L.P.","DIN OWNER","Y","N","N","N","SUITE 4","110 ALLEN ROAD","BASKING RIDGE","NEW JERSEY","UNITED STATES","07920",""
"16830","DLU95","4055","DEY PHARMA L.P.","DIN OWNER","Y","N","N","N","SUITE 4","110 ALLEN ROAD","BASKING RIDGE","NEW JERSEY","UNITED STATES","07920",""
"6848","DPT07","4068","DERMTEK PHARMA INC.","DIN OWNER","Y","Y","Y","N","200","1600, ROUTE TRANS-CANADIENNE","DORVAL","QUEBEC","CANADA","H9P 1H7",""
"15948","DPT07","4068","DERMTEK PHARMA INC.","DIN OWNER","Y","Y","Y","N","200","1600, ROUTE TRANS-CANADIENNE","DORVAL","QUEBEC","CANADA","H9P 1H7",""
"10052","DPT07","4068","DERMTEK PHARMA INC.","DIN OWNER","Y","Y","Y","N","200","1600, ROUTE TRANS-CANADIENNE","DORVAL","QUEBEC","CANADA","H9P 1H7",""
"68850","DPT07","4068","DERMTEK PHARMA INC.","DIN OWNER","Y","Y","Y","N","200","1600, ROUTE TRANS-CANADIENNE","DORVAL","QUEBEC","CANADA","H9P 1H7",""
"64883","DPT07","4068","DERMTEK PHARMA INC.","DIN OWNER","Y","Y","Y","N","200","1600, ROUTE TRANS-CANADIENNE","DORVAL","QUEBEC","CANADA","H9P 1H7",""
"69344","DPT07","4068","DERMTEK PHARMA INC.","DIN OWNER","Y","Y","Y","N","200","1600, ROUTE TRANS-CANADIENNE","DORVAL","QUEBEC","CANADA","H9P 1H7",""
"5509","DUI07","4086","DUCHESNAY INC.","DIN OWNER","Y","Y","N","N","","950 MICHELE-BOHEC BLVD","BLAINVILLE","QUEBEC","CANADA","J7C 5E2",""
"70202","DUI07","4086","DUCHESNAY INC.","DIN OWNER","Y","Y","N","N","","950 MICHELE-BOHEC BLVD","BLAINVILLE","QUEBEC","CANADA","J7C 5E2",""
"76186","DUI07","4086","DUCHESNAY INC.","DIN OWNER","Y","Y","N","N","","950 MICHELE-BOHEC BLVD","BLAINVILLE","QUEBEC","CANADA","J7C 5E2",""
"3492","DUI07","4086","DUCHESNAY INC.","DIN OWNER","Y","Y","N","N","","950 MICHELE-BOHEC BLVD","BLAINVILLE","QUEBEC","CANADA","J7C 5E2",""
"66346","","14108","TAKEDA CANADA INC.","DIN OWNER","Y","N","N","","","435 NORTH SERVICE ROAD WEST, 1ST FLOOR","OAKVILLE","ONTARIO","CANADA","L6M 4X8",""
"66345","","14108","TAKEDA CANADA INC.","DIN OWNER","Y","N","N","","","435 NORTH SERVICE ROAD WEST, 1ST FLOOR","OAKVILLE","ONTARIO","CANADA","L6M 4X8",""
"66344","","14108","TAKEDA CANADA INC.","DIN OWNER","Y","N","N","","","435 NORTH SERVICE ROAD WEST, 1ST FLOOR","OAKVILLE","ONTARIO","CANADA","L6M 4X8",""
"88267","","14108","TAKEDA CANADA INC.","DIN OWNER","Y","N","N","","","435 NORTH SERVICE ROAD WEST, 1ST FLOOR","OAKVILLE","ONTARIO","CANADA","L6M 4X8",""
"88268","","14108","TAKEDA CANADA INC.","DIN OWNER","Y","N","N","","","435 NORTH SERVICE ROAD WEST, 1ST FLOOR","OAKVILLE","ONTARIO","CANADA","L6M 4X8",""
"88269","","14108","TAKEDA CANADA INC.","DIN OWNER","Y","N","N","","","435 NORTH SERVICE ROAD WEST, 1ST FLOOR","OAKVILLE","ONTARIO","CANADA","L6M 4X8",""
"63087","","14108","TAKEDA CANADA INC.","DIN OWNER","Y","N","N","","","435 NORTH SERVICE ROAD WEST, 1ST FLOOR","OAKVILLE","ONTARIO","CANADA","L6M 4X8",""
